participant_id,age,gender,ethnicity,native_language,highest_education,online_tests_taken_last_3_years,motivational_message_id,concept,theory,time_spent_on_message,word_creation_skill_level,cheating_rate_practice_round,total_words_practice_round,cheating_rate_main_round,total_words_main_round,cheating_lying_rate,performance_score_excluding_cheated_words,performance_score_including_cheated_words,used_external_resources,confessed_words_count,cheating_main_round,has_page_left,total_time_page_left,has_mouse_inactivity,total_time_mouse_inactivity,valid_7_letter_words,valid_8_letter_words,usability,task_engagement,task_satisfaction,message_understanding,PME_on_honest_task_completion,PME_on_task_performance,PME_on_task_experience,autonomy_need_satisfaction,autonomy_need_frustration,competence_need_satisfaction,competence_need_frustration,relatedness_need_satisfaction,relatedness_need_frustration,overall_need_satisfaction,overall_need_frustration,performance_accomplishments,vicarious_experience,verbal_persuasion,emotional_arousal,task_specific_self_efficacy,injunctive_norms,descriptive_norms,reference_group_identification,social_sanctions,norm_perception,cognitive_discomfort,moral_disengagement,message_comprehend,message_confidence,message_attitude,message_impact,message_persistence,message_suggestion,feedback
p_979,32.0,Male,White or Caucasian,English,Bachelor’s degree,5.0,dissonance_reduction_3,dissonance_reduction,Cognitive Dissonance Theory,19.44,3,0.0,6,0.0,11,0.0,34,34,False,0,False,0,0.0,0,0.0,1.0,0.0,6.67,5.5,5.6,3.67,3.0,2.6,2.67,5.0,3.0,4.5,2.5,3.5,3.0,4.33,2.83,3.0,3.0,3.0,3.0,3.0,5.0,4.0,3.0,3.0,3.75,2.0,2.83,Connecting yourself to your thinking - blending your values and your creativity to come up with new ideas.,1.0,Slight confusion but curiosity - I understood it was probably meant to 'prime' me for the task for possibly affect my performance in some way.,It didn't really affect me at all. I briefly thought about how opening my mind up might improve my performance.,"The idea of creativity vaguely stayed with me, but not to any meaningful extent (I don't think).","To improve performance in the task - maybe to try different combinations of a similar word (such as created/create/crate), as they all count the same.","It was a really enjoyable study. I think as though the importance of the message beforehand should have been emphasised even more, though."
p_980,30.0,Female,White or Caucasian,English,"Some high school, no diploma",3.0,dissonance_arousal_2,dissonance_arousal,Cognitive Dissonance Theory,16.3,5,0.0,0,0.33,3,1.0,6,6,False,0,True,0,0.0,1,6.63,0.0,0.0,6.67,4.5,6.4,4.0,4.0,4.0,4.0,6.0,2.0,4.0,3.0,5.0,1.5,5.0,2.17,5.0,4.0,4.0,4.0,4.25,6.0,6.0,5.5,4.5,5.5,1.0,3.33,cannot remember!,1.0,I cannot remeber,i cannot remeber,i cannot remember,i cannot remember,I enjoyed the study. It was fun
p_981,30.0,Female,White or Caucasian,English,Trade/technical/vocational training,5.0,autonomy_2,autonomy,Self-Determination Theory,12.91,8,0.0,5,0.0,7,0.0,16,16,False,0,False,0,0.0,0,0.0,0.0,0.0,6.67,6.25,6.0,5.0,3.67,5.4,4.0,5.0,2.5,5.0,2.5,4.5,1.5,4.83,2.17,5.5,4.0,5.0,4.5,4.75,5.5,5.0,4.0,4.0,4.62,1.22,4.5,Inspiring me to do my own projects and feel rewarded for taking part in something.,3.0,I felt inspired and motivated.,It made me feel slightly more inspired to try harder and challenge myself.,Not specifically but the feelings of motivation stayed with me.,"I would try to make the message a bit more to the point, as it felt slightly ambiguous.","I really enjoyed it, I think it was a fun way to see people's reactions to words and how they can influence your behaviour when completing a challenge."
p_982,33.0,Female,White or Caucasian,english,Professional degree,2.0,injunctive_norms_2,injunctive_norms,Social Norms Theory,13.33,3,0.0,1,0.0,5,0.0,16,16,False,0,False,0,0.0,1,6.01,0.0,0.0,4.33,4.88,4.6,4.33,2.67,3.8,3.67,3.5,4.5,2.0,6.0,2.0,4.0,2.5,4.83,4.5,3.0,2.5,5.5,3.88,4.5,4.0,4.0,4.0,4.12,2.33,4.33,"others seeing you, or collaborating or showing yourself to something",1.0,"Not sure of relevacen, assumed it was there to calm me",Made me less concerned about performance,no,na,
p_983,31.0,Male,Asian / Pacific Islander,English,Master’s degree,1.0,injunctive_norms_1,injunctive_norms,Social Norms Theory,21.91,4,0.67,3,0.0,6,0.0,16,16,False,0,False,1,5.88,1,1.79,0.0,0.0,5.67,5.88,6.4,3.67,5.0,2.0,4.67,6.5,3.5,6.0,2.5,4.0,1.0,5.5,2.33,4.0,2.0,3.5,4.5,3.5,4.5,4.0,3.5,6.0,4.5,1.78,4.17,human morality. I vaguely remember a question that dealt with peoples choices.,2.0,I remember feeling a sense of confusion when intially viewing the message. As the message was somewhat spontaneous and I felt like I was missing context.,"On the practice round, I avoided using a word that I deemed inappropriate. However this may have been prior to seeing the message.","In all honesty, I couldn't think much of the message once the proceeding round of the game had started.","I would include additional context on why the message is needed, providing this doesn't impact the studies results.","To summarise, I really enjoyed this study. The word creation task itself was enjoyable, challenging and I felt a sense of jeopardy since the bonus was linked to my performance. I thought the user interface for the word challenge itself was intuitive, however a few hiccups after the word challenge. There were a few pages I had to refresh since the buttons to proceed weren't working."
p_984,20.0,Male,Asian / Pacific Islander,English,"Some college credit, no degree",634.0,control,control,No Theory,39.83,4,0.0,4,0.0,3,0.0,8,8,False,0,False,0,0.0,1,1.41,0.0,0.0,6.0,4.5,5.2,5.0,1.33,3.2,5.0,6.0,4.0,4.5,4.5,4.5,3.0,5.0,3.83,2.5,3.5,3.5,3.0,3.12,4.5,4.0,3.0,4.0,3.88,2.33,4.67,I do not remember,1.0,"I do not really remember, I was ready to take on the challenge.",It did not change how I approached the challenge.,No,Emphasize them to try their best and what the bonus would be for a good perfomance to incentivise them to try their best.,I think it was very good. Maybe imply that the message should be remembered or make it memorable. Thank you.
p_986,32.0,Female,Black or African American,english,Master’s degree,50.0,reference_group_identification_2,reference_group_identification,Social Norms Theory,16.86,7,1.0,1,0.0,4,0.0,18,18,False,0,False,0,0.0,1,10.55,1.0,0.0,6.0,5.25,6.2,5.0,5.67,6.0,6.0,6.0,3.0,6.0,2.0,6.0,2.5,6.0,2.5,5.5,6.0,6.0,6.0,5.88,6.0,5.5,6.0,5.5,5.75,1.44,4.33,how I should perform the task,2.0,exitement,positively,nil,i will asdd how one can be patient to get words formed,nil
p_987,35.0,Female,"mixed, white and black african",English,Bachelor’s degree,4.0,verbal_persuasion_2,verbal_persuasion,Self-Efficacy Theory,15.13,5,0.0,4,0.2,5,1.0,12,12,False,0,True,0,0.0,1,17.2,1.0,0.0,6.0,5.25,5.8,6.0,3.33,6.2,6.33,6.0,2.0,6.0,2.0,3.5,2.0,5.17,2.0,5.5,6.0,4.5,5.5,5.38,5.5,5.0,1.5,2.0,3.5,1.11,4.5,"having the determination, strength and grit to do well in the test",5.0,"determined, confident, empowered","wanted to do well, cause i was inspired by the message",Didn't think about it during the challenge,"Try your best, keep going, use all the time","I enjoyed taking part, it was really hard clicking and dragging the letters though, it would be easier to type if possible"
p_988,23.0,Female,White or Caucasian,english,Bachelor’s degree,0.0,reference_group_identification_1,reference_group_identification,Social Norms Theory,12.12,8,0.0,4,0.0,8,0.0,24,24,False,0,False,0,0.0,0,0.0,1.0,0.0,7.0,4.62,5.8,4.0,3.33,2.2,7.0,6.0,3.0,6.0,1.5,5.5,2.0,5.83,2.17,6.5,4.0,7.0,6.0,5.88,6.0,4.5,3.0,4.5,4.5,1.33,2.67,being part of a community and having the opportunity to be a member,4.0,this game has a community,not at all,no,do your best,easy to navigate
p_989,28.0,Female,White or Caucasian,English,Trade/technical/vocational training,100.0,verbal_persuasion_2,verbal_persuasion,Self-Efficacy Theory,13.73,3,0.0,3,0.0,4,0.0,12,12,False,0,False,0,0.0,1,3.27,0.0,0.0,4.67,5.25,5.6,5.33,5.33,5.4,6.0,4.5,3.0,4.0,2.5,4.0,2.0,4.17,2.5,4.0,4.5,6.0,4.5,4.75,3.5,4.0,2.5,3.0,3.25,1.67,4.83,Being able to do the task,2.0,Motivating,"It's hard to tell, I don't think there was a huge impact",I think it mentioned being strong or brave or something to that affect,Their ability to maintain concentration during their task,
p_990,26.0,Female,Asian / Pacific Islander,English,Master’s degree,5.0,social_sanctions_1,social_sanctions,Social Norms Theory,12.95,4,0.0,5,0.0,8,0.0,20,20,False,0,False,0,0.0,0,0.0,0.0,0.0,7.0,5.25,7.0,3.0,1.0,1.0,3.67,5.0,3.5,3.0,4.5,2.5,1.0,3.5,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,3.0,2.38,1.33,3.67,how your reputation is impacted by how you work on tough projects.,2.0,I thought it was slightly irrelevant to the task.,It did not influence me; I planned to work hard on the task and did just that.,Nothing about the message particularly stuck with me during the challenge.,I would emphasise how trying your best is the most important thing you can do and that you should let go of unhelpful and strict expectations in order to loosen your creativity.,I think it was interesting! I found the dragging the letters sometimes a little unresponsive but it was ultimately an interesting study and I'd be curious to see the results of it in the future if possible!
p_991,31.0,Female,White or Caucasian,English,"Some college credit, no degree",0.0,reference_group_identification_2,reference_group_identification,Social Norms Theory,14.74,3,0.0,2,0.33,3,1.0,0,2,False,0,True,0,0.0,1,27.2,0.0,0.0,7.0,5.75,6.8,3.33,2.67,4.6,3.67,6.0,3.0,5.0,4.0,6.0,3.0,5.67,3.33,5.0,4.0,4.0,5.0,4.5,4.5,5.5,4.5,5.5,5.0,1.11,2.5,I think it was talking about being a creator,1.0,That I was ready to start the challenge,It made me think I could do the task,,Just giving them confidence to do well,
p_992,23.0,Female,White or Caucasian,English,Bachelor’s degree,2.0,relatedness_1,relatedness,Self-Determination Theory,16.82,8,0.0,2,0.0,7,0.0,16,16,False,0,False,0,0.0,0,0.0,0.0,0.0,7.0,5.75,5.8,3.33,2.0,2.0,4.33,6.0,2.0,6.0,2.0,4.0,2.5,5.33,2.17,2.5,2.0,2.0,2.0,2.12,2.0,2.0,2.0,2.0,2.0,1.56,4.33,Meaningful work,4.0,No strong emotions,It did not,,I would make it a little more relevant to the task,I enjoyed the challenge of this study :)
p_993,31.0,Prefer not to answer,White or Caucasian,English,Bachelor’s degree,5.0,descriptive_norms_3,descriptive_norms,Social Norms Theory,13.42,5,0.0,1,0.33,3,1.0,10,12,False,0,True,0,0.0,1,45.14,1.0,0.0,6.0,3.62,4.6,4.33,3.0,3.0,4.67,6.0,2.5,3.0,3.0,3.5,4.0,4.17,3.17,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.17,approach to the task,3.0,nothing,did not influence,no,practical advice,
p_994,30.0,Female,Asian / Pacific Islander,english,"Some college credit, no degree",300.0,performance_accomplishments_2,performance_accomplishments,Self-Efficacy Theory,24.18,5,0.0,4,0.33,3,1.0,8,12,False,0,True,0,0.0,1,45.34,0.0,0.0,6.0,4.12,4.8,6.0,3.33,4.6,4.67,3.5,5.0,5.5,4.0,3.5,3.5,4.17,4.17,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.5,2.5,4.75,2.44,4.83,remembering something challenging that you have done before and to use that same enthusiasm here to complete the challenge,3.0,not over emotional but put you in the right mindset,nothing really. i was ready to do the challenge,'remember a particularly difficult thing you did','you can do this',it was good
p_995,33.0,Male,White or Caucasian,english,Doctorate degree,57.0,vicarious_experience_2,vicarious_experience,Self-Efficacy Theory,18.75,4,0.0,2,0.0,5,0.0,10,10,False,0,False,1,3.78,1,19.91,0.0,0.0,7.0,4.12,4.2,5.33,4.0,3.6,6.0,4.5,4.5,5.5,3.5,4.0,4.5,4.67,4.17,4.5,3.5,4.0,5.0,4.25,4.5,4.5,3.5,4.5,4.25,3.78,4.17,dont give up,1.0,posative thoughts,good mindset,tone,dont rush,
p_996,21.0,Female,White or Caucasian,English,Associate degree,20.0,social_sanctions_1,social_sanctions,Social Norms Theory,14.81,3,0.0,3,0.0,7,0.0,20,20,False,0,False,0,0.0,0,0.0,1.0,0.0,6.0,5.25,6.0,2.0,2.0,2.0,2.0,6.0,2.0,6.0,2.0,5.0,2.0,5.67,2.0,4.0,4.0,4.5,5.0,4.38,4.5,4.0,4.5,4.0,4.25,2.0,4.0,research,1.0,unsure,unsure,unsure,that the challenge is fun,I liked this study. Very interesting and fun.
p_997,36.0,Female,Mixed,English,"Some college credit, no degree",12.0,performance_accomplishments_2,performance_accomplishments,Self-Efficacy Theory,16.49,1,0.0,4,0.5,6,1.0,12,24,False,0,True,0,0.0,1,22.48,2.0,0.0,6.0,5.0,5.8,5.0,5.0,6.4,4.0,6.5,1.5,6.5,1.5,4.5,3.0,5.83,2.0,4.0,4.5,5.5,5.5,4.88,6.0,4.0,3.5,3.5,4.25,1.44,3.17,important information about my performance,4.0,I felt intrigued,Made me ready to decipher anagrams,not really,im not sure,I enjoyed the puzzle part of the study but i got a little distracted and bored with the questions
p_998,27.0,Female,Mixed,English,Bachelor’s degree,250.0,self_concept_2,self_concept,Cognitive Dissonance Theory,13.37,6,1.0,1,0.0,4,0.0,14,14,False,0,False,0,0.0,1,18.8,1.0,0.0,7.0,3.38,6.0,5.33,1.33,3.8,4.0,3.5,3.5,5.0,3.5,3.5,2.0,4.0,3.0,4.0,3.5,3.5,3.5,3.62,3.5,3.5,2.0,2.0,2.75,2.0,3.33,letting go and not focusing too hard,2.0,relief,tried to not over stimulate or focus or try too hard,not really,just about not putting too much pressure on it,
p_1000,32.0,Female,White or Caucasian,english,"High school graduate, diploma or the equivalent (for example: GED)",0.0,competence_2,competence,Self-Determination Theory,17.03,6,0.0,3,0.0,3,0.0,8,8,False,0,False,0,0.0,0,0.0,0.0,0.0,7.0,5.12,6.2,6.33,3.67,5.6,6.0,6.5,2.0,4.5,3.5,5.0,2.0,5.33,2.5,4.0,5.0,4.5,5.5,4.75,5.5,5.0,4.5,5.0,5.0,1.0,1.5,doing well at things,4.0,proudness and capability,it made me approach the challenge in a positive way,no,i would include that it is also ok if you dont do as well as you thought you would in the challenge as long as you gave it your best,i think the study is good and different although i feel i struggled to find as many words as i hoped to find the study was still enjoyable.
p_1001,35.0,Male,White or Caucasian,English,Bachelor’s degree,0.0,dissonance_arousal_3,dissonance_arousal,Cognitive Dissonance Theory,18.65,4,0.0,0,0.0,6,0.0,20,20,False,0,False,0,0.0,1,0.3,2.0,0.0,6.0,5.25,5.8,1.0,2.0,3.2,5.0,5.5,3.5,5.0,3.0,4.0,2.0,4.83,2.83,3.5,3.0,5.0,4.0,3.88,4.5,5.0,4.0,2.5,4.0,2.78,2.83,I can't remember at all,1.0,To motivate you,I don't think it did,No,More motivational,"Was ok, too many post survey questions"
p_1002,31.0,Female,Asian indian,English,Trade/technical/vocational training,150.0,verbal_persuasion_2,verbal_persuasion,Self-Efficacy Theory,15.12,8,0.0,0,0.0,4,0.0,14,14,False,0,False,0,0.0,0,0.0,0.0,0.0,6.0,5.62,6.6,6.67,3.0,6.4,5.67,6.0,3.0,5.5,2.5,5.0,2.0,5.5,2.5,6.0,4.5,4.5,6.0,5.25,6.0,4.5,5.0,3.0,4.62,1.11,3.33,having the skills and determination to solve the puzzle,4.0,motivation,it got me ready for the challenge,no,I am not sure,
p_1004,34.0,Female,White or Caucasian,English,Bachelor’s degree,0.0,verbal_persuasion_1,verbal_persuasion,Self-Efficacy Theory,14.26,4,0.0,4,0.0,3,0.0,6,6,False,0,False,0,0.0,0,0.0,0.0,0.0,6.67,5.0,4.8,6.33,4.67,6.4,5.67,6.0,3.0,3.0,6.0,4.0,3.0,4.33,4.0,2.5,3.0,4.5,5.5,3.88,6.0,5.0,3.5,5.0,4.88,1.67,3.83,Cheering me on and saying I would do a great job!,4.0,Feeling excited and optimistic about the challenge.,Did not change how I approached the challenge.,"Something about pom poms, cannot remember exact phrase used.","Not to be discouraged if they did poorly in the practice, start afresh.",It was not immediately clear in the practice that you had to click 'submit word' to actually submit the word but I had figured this out eventually.
p_1005,29.0,Female,Black or African American,english,Bachelor’s degree,2.0,relatedness_1,relatedness,Self-Determination Theory,18.47,6,0.0,3,0.0,8,0.0,20,20,False,0,False,0,0.0,0,0.0,0.0,0.0,7.0,6.25,7.0,3.33,2.0,2.4,4.0,7.0,4.0,6.5,2.0,5.5,1.5,6.33,2.5,6.0,4.0,6.0,6.0,5.5,5.5,5.5,6.0,6.0,5.75,1.11,5.5,the impact we have on others,4.0,nothing,it didnt,no,no,i loved it
p_1006,27.0,Male,White or Caucasian,English,Bachelor’s degree,0.0,performance_accomplishments_1,performance_accomplishments,Self-Efficacy Theory,34.57,6,0.0,0,0.0,3,0.0,10,10,False,0,False,0,0.0,1,35.66,0.0,0.0,5.67,5.25,6.4,6.0,4.33,5.6,6.33,4.5,3.0,6.0,1.5,5.0,1.0,5.17,1.83,5.5,3.5,5.5,5.0,4.88,4.0,3.0,3.0,3.0,3.25,1.44,4.33,"It asked me to remember a challenge I had performed well in previously, and to take that feeling and use it to help me with this task. It was very encouraging.lp",4.0,I felt encouraged and supported,It made me enter into the word challenge with a more positive 'can do' attitude.,"Yes, the positive encouragement","I would keep the message the same, it was very helpful","Quick and easy. But If it's possible, it would be easier to create words if you just had to click on the letters in order to make new words, rather than having to drag each letter into a separate box individually"
p_1007,31.0,Female,White or Caucasian,English,Bachelor’s degree,0.0,emotional_arousal_1,emotional_arousal,Self-Efficacy Theory,45.83,7,0.0,6,0.0,11,0.0,34,34,False,0,False,0,0.0,0,0.0,0.0,0.0,7.0,5.25,6.6,6.0,5.67,5.8,6.0,4.0,4.5,5.0,2.5,3.5,2.5,4.17,3.17,5.5,5.0,5.5,6.0,5.5,5.5,5.0,2.5,2.0,3.75,1.11,4.0,Whether you get stressed or excited when completing a challenge,3.0,Hope,Calmed down more,To not let stress affect me as much,Reading the words carefully/slowing down (I spelt a word wrong while rushing in the practice round),"It was fun, I'd like to do more"
p_1008,22.0,Male,White or Caucasian,English,"Some college credit, no degree",20.0,dissonance_reduction_3,dissonance_reduction,Cognitive Dissonance Theory,20.63,8,0.0,2,0.0,7,0.0,20,20,False,0,False,0,0.0,1,1.08,1.0,0.0,4.67,3.12,5.0,3.0,1.33,1.2,4.0,6.5,2.5,5.0,3.5,4.0,2.0,5.17,2.67,5.5,1.0,3.5,4.0,3.5,6.0,3.5,3.5,4.0,4.25,1.33,5.0,Something about bridging a gap and self belief.,1.0,,Not at all,No,Something more relevant to the task,"It was a bit broken as immediately after the first word puzzle it sent me to the completion code page with no code to paste in, but it was an interesting approach."
p_1009,35.0,Female,White or Caucasian,english,Trade/technical/vocational training,10.0,autonomy_1,autonomy,Self-Determination Theory,56.37,4,0.0,0,0.0,1,0.0,4,4,False,0,False,1,6.42,1,9.58,0.0,0.0,5.0,4.12,4.8,6.33,5.0,5.0,5.33,3.5,4.5,4.0,3.5,4.0,3.5,3.83,3.83,4.0,4.0,4.5,4.0,4.12,3.0,4.0,3.5,4.5,3.75,2.67,4.0,"it reflects personal choice, the amount of effort is upto us",2.0,i wanted to do well,i wanted to do as many words as possible,effort was reflects personal choice,good luck,i wanted to complete more words but the game caused my computer to go slow. But completing the questions my computer was fine. Sadly i scored really low when i could of got more if i didnt need to drag the letters
p_1010,25.0,Male,White or Caucasian,English,Master’s degree,50.0,vicarious_experience_2,vicarious_experience,Self-Efficacy Theory,13.99,6,1.0,4,1.0,4,1.0,0,32,False,0,True,1,35.96,1,38.91,0.0,4.0,6.0,5.88,7.0,6.0,3.67,6.0,7.0,7.0,1.5,7.0,1.0,5.0,1.5,6.33,1.33,7.0,7.0,7.0,7.0,7.0,7.0,6.0,3.0,3.0,4.75,1.0,5.17,the message was a motivational quote for me before i did the challenge.,2.0,I felt inspired and motivated to complete the task,I felt more confident in my abilities,I felt confident throughout because the message was inspiring,I would emphasise that everyone can do anything if they put their mind to it,Was a fantastic study - thanks for the opportunity and have a great weekend! :)
p_1011,25.0,Female,White or Caucasian,English,Bachelor’s degree,5.0,social_sanctions_2,social_sanctions,Social Norms Theory,23.28,5,1.0,1,1.0,8,1.0,0,26,False,0,True,1,61.75,1,7.07,3.0,0.0,7.0,6.25,4.4,5.33,3.33,3.6,4.33,5.5,4.0,5.0,1.5,3.5,2.5,4.67,2.67,5.0,5.0,5.5,5.5,5.25,4.5,5.0,3.0,3.0,3.88,1.89,2.33,Peers will judge how much effort you put in to the challenge,3.0,Intrigue,Almost no effect,None. I forgot once I started.,Please put in effort to the challenge.,
p_1012,24.0,Female,White or Caucasian,english,Bachelor’s degree,8.0,autonomy_3,autonomy,Self-Determination Theory,38.29,2,0.0,3,1.0,6,1.0,0,12,False,0,True,0,0.0,1,36.77,0.0,0.0,7.0,5.12,6.0,3.0,5.33,4.8,4.33,6.0,2.5,4.5,3.0,5.0,2.5,5.17,2.67,4.0,4.5,3.5,4.0,4.0,5.5,5.5,5.0,5.0,5.25,1.44,3.83,being able to take control and guide yourself through the challenge,3.0,slightly confused,I tried to remember that I was in control,being in control,to not panic and try and not look at the time too much,
p_1013,25.0,Female,Asian / Pacific Islander,"English, Urdu",Bachelor’s degree,10.0,performance_accomplishments_3,performance_accomplishments,Self-Efficacy Theory,20.64,7,0.0,3,1.0,7,1.0,0,28,False,0,True,1,39.17,0,0.0,0.0,1.0,7.0,6.0,6.4,6.0,4.67,6.0,6.0,5.5,3.5,6.0,2.5,5.5,4.0,5.67,3.33,6.0,6.0,6.0,6.0,6.0,6.0,5.5,6.0,6.0,5.88,2.89,6.0,The message talked about a situation where I felt a challenge and how did i manage it.,4.0,The memory of that challenge came in my mind.,The message did not affect the creation challenge in a broad way but did affect in managing the situation.,"Yes, by tackling the challenging situation.","This task is more than just finding words or solving puzzles—it's about building resilience, confidence, and mastery through effort. You don’t need to get everything right the first time.",
